Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,price_day_before,Label
2023-09-08 00:00:00-04:00,1924.0,1924.699951171875,1918.4000244140625,1918.4000244140625,105,0.0,0.0,,0
2023-09-11 00:00:00-04:00,1923.0,1928.300048828125,1921.800048828125,1923.300048828125,50,0.0,0.0,1918.4000244140625,1
2023-09-12 00:00:00-04:00,1920.800048828125,1920.800048828125,1911.300048828125,1911.300048828125,365,0.0,0.0,1923.300048828125,0
2023-09-13 00:00:00-04:00,1910.300048828125,1914.5999755859375,1908.9000244140625,1909.0999755859375,15,0.0,0.0,1911.300048828125,0
2023-09-14 00:00:00-04:00,1903.0,1910.0,1903.0,1910.0,169,0.0,0.0,1909.0999755859375,1
2023-09-15 00:00:00-04:00,1923.5,1927.300048828125,1923.5,1923.699951171875,8,0.0,0.0,1910.0,1
2023-09-18 00:00:00-04:00,1928.199951171875,1931.5,1926.4000244140625,1931.5,19,0.0,0.0,1923.699951171875,1
2023-09-19 00:00:00-04:00,1934.0,1934.0,1932.0,1932.0,6,0.0,0.0,1931.5,1
2023-09-20 00:00:00-04:00,1945.5999755859375,1945.5999755859375,1929.199951171875,1945.5999755859375,119,0.0,0.0,1932.0,1
2023-09-21 00:00:00-04:00,1924.0,1924.0,1919.199951171875,1919.199951171875,9,0.0,0.0,1945.5999755859375,0
2023-09-22 00:00:00-04:00,1925.4000244140625,1925.4000244140625,1925.4000244140625,1925.4000244140625,1,0.0,0.0,1919.199951171875,1
2023-09-25 00:00:00-04:00,1916.5999755859375,1916.5999755859375,1916.5999755859375,1916.5999755859375,114,0.0,0.0,1925.4000244140625,0
2023-09-26 00:00:00-04:00,1905.0,1905.0999755859375,1900.4000244140625,1900.4000244140625,161,0.0,0.0,1916.5999755859375,0
2023-09-27 00:00:00-04:00,1871.5999755859375,1871.5999755859375,1871.5999755859375,1871.5999755859375,12251,0.0,0.0,1900.4000244140625,0
2023-09-28 00:00:00-04:00,1875.5,1878.199951171875,1856.699951171875,1860.4000244140625,4654,0.0,0.0,1871.5999755859375,0
2023-09-29 00:00:00-04:00,1864.300048828125,1872.300048828125,1846.0,1848.0999755859375,1605,0.0,0.0,1860.4000244140625,0
2023-10-02 00:00:00-04:00,1844.0999755859375,1845.9000244140625,1826.699951171875,1830.0,2309,0.0,0.0,1848.0999755859375,0
2023-10-03 00:00:00-04:00,1825.0,1830.9000244140625,1816.800048828125,1824.5999755859375,310,0.0,0.0,1830.0,0
2023-10-04 00:00:00-04:00,1821.800048828125,1828.199951171875,1816.4000244140625,1818.5,357,0.0,0.0,1824.5999755859375,0
2023-10-05 00:00:00-04:00,1826.300048828125,1826.300048828125,1815.5999755859375,1816.5999755859375,393,0.0,0.0,1818.5,0
2023-10-06 00:00:00-04:00,1819.0,1831.800048828125,1809.4000244140625,1830.199951171875,390,0.0,0.0,1816.5999755859375,1
